recipe_id,name,name_ar,category,cuisine,difficulty,dietary_goal,meal_occasion,prep_time_min,cook_time_min,minutes,n_steps,n_ingredients,servings,calories,protein_g,carbohydrates_g,fat_g,saturated_fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_c_mg,calcium_mg,iron_mg,is_vegan,is_vegetarian,allergens,health_score,protein_density,glycemic_index_level,calorie_category,macro_balance_label,bmi_suitability,budget_level,avg_rating,review_count
100084,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,3.0,,3,0,6,2,337,9.6,34.8,23.8,7.0,,17.0,88.0,0.0,1.8,54.0,2.8,1,1,Nuts,43.7,2.85,Medium,Low,Mixed,Normal,Low,4.0,4.0
100085,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,3.0,0.0,3,2,6,1,320,24.7,39.0,4.0,1.7,3.4,20.3,131.0,11.0,88.6,221.0,1.2,0,1,Dairy,54.6,7.72,High,Low,Mixed,Normal,Low,5.0,3.0
100086,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,4.0,0.0,4,3,7,6,157,5.4,40.1,2.9,,5.3,20.6,104.0,0.0,128.9,,2.2,0,1,None,56.9,3.44,Medium,Very Low,High Carb,Overweight,Low,4.75,4.0
100087,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,3.0,0.0,3,1,7,4,370,13.9,50.3,11.1,3.4,5.7,26.0,206.0,10.0,10.9,185.0,1.3,0,1,Dairy|Gluten|Nuts,49.7,3.76,High,Low,High Carb,Normal,Low,2.33,3.0
100088,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,Very Easy,Anti-Inflammatory,Anytime,,0.0,4,4,7,4,266,7.9,48.1,4.3,1.3,4.5,37.6,128.0,4.0,70.7,200.0,0.9,0,1,Dairy|Nuts,54.7,2.97,High,Low,High Carb,Normal,Low,4.33,6.0
100089,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,2.0,0.0,2,3,6,1,2200,7.7,42.8,3.2,1.2,6.4,25.6,77.0,5.0,38.4,153.0,0.9,0,1,Dairy|Nuts,58.1,4.05,High,Very Low,High Carb,Normal,Low,3.5,2.0
100090,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,,0.0,4,3,2,4,116,2.0,28.3,0.5,0.1,3.1,16.7,2.0,0.0,12.0,,0.3,1,1,None,50.0,1.72,Medium,Very Low,High Carb,Normal,Low,4.4,5.0
100091,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,9.0,0.0,9,4,5,1,306,10.0,31.6,12.9,,12.0,18.8,132.0,,4.3,235.0,2.7,0,1,Dairy|Nuts,53.7,,Medium,Low,Mixed,Normal,Low,4.17,6.0
100092,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,6.0,29.0,35,5,6,2,206,1.0,44.5,2.1,0.9,5.4,25.9,8.0,0.0,,21.0,0.5,0,1,Dairy|Gluten,50.8,,High,Low,High Carb,Normal,Low,3.67,3.0
100093,Falafel Wrap,سندويتش فلافل,Main Course,Middle Eastern,Medium,Vegan / Protein,Dinner,19.0,12.0,31,12,11,6,526,17.1,62.9,16.6,7.5,10.5,3.9,663.0,0.0,16.2,121.0,6.1,1,1,Gluten,52.7,,High,Moderate,High Carb,Normal,Medium,4.33,3.0
100094,Tabbouleh Salad,سلطة التبولة,Salad,Middle Eastern,Easy,Light / Vegan,Lunch,17.0,0.0,17,6,9,2,181,4.8,26.2,7.6,3.1,,3.8,411.0,0.0,36.8,68.0,3.4,1,1,Gluten,57.9,2.65,Medium,Very Low,High Carb,Normal,Medium,3.33,3.0
100095,Shakshuka,شكشوكة,Breakfast,Middle Eastern,Easy,Balanced,Breakfast,5.0,21.0,26,7,11,6,296,16.0,17.9,16.2,4.9,4.7,8.7,543.0,348.0,32.6,76.0,,0,1,Eggs,50.7,5.41,Low,Low,Balanced Macro,Normal,Medium,4.5,2.0
100096,Meal Prep Chicken Rice,دجاج وأرز للميل بريب,Main Course,International,Easy,Muscle Gain / Meal Prep,Dinner,13.0,18.0,31,8,9,2,411,44.8,45.8,10.1,2.5,2.7,1.7,515.0,88.0,8.7,35.0,2.2,0,0,None,53.4,10.9,High,Moderate,High Protein,Normal,Medium,2.0,1.0
100097,Overnight Oats 5 Ways,شوفان بالليل 5 وصفات,Breakfast,International,Very Easy,Meal Prep / Healthy,Breakfast,11.0,0.0,11,4,6,2,340,15.2,55.9,9.0,3.8,6.2,21.3,151.0,9.0,11.7,270.0,2.3,0,1,Dairy|Gluten,52.4,4.47,High,Low,High Carb,Normal,Low,,6.0
100098,Grilled Chicken Breast,صدر دجاج مشوي,Main Course,Mediterranean,Easy,High Protein / Weight Loss,Dinner,9.0,14.0,23,6,7,6,350,34.5,4.3,14.8,4.1,0.4,1.3,467.0,,12.7,25.0,2.0,0,0,None,46.8,9.86,Low,Low,High Protein,Overweight,Low,3.75,4.0
100099,Egg White Omelette,عجة بياض البيض,Breakfast,International,Very Easy,High Protein / Low Cal,Breakfast,5.0,6.0,11,7,7,4,168,23.4,3.9,6.3,1.8,1.1,2.2,248.0,10.0,6.7,63.0,1.4,0,1,Eggs,54.9,13.93,Low,Very Low,High Protein,Normal,Low,4.25,4.0
100100,Tuna Salad Bowl,بول سلطة التونة,Salad,Mediterranean,Very Easy,Weight Loss,Lunch,10.0,0.0,10,4,7,2,215,25.2,7.8,6.9,3.0,2.7,4.2,533.0,35.0,23.1,39.0,2.0,0,0,Seafood,53.0,11.72,Low,Low,High Protein,Overweight,Low,4.0,1.0
100101,Protein Pancakes,بانكيك البروتين,Breakfast,American,Very Easy,Muscle Gain,Breakfast,5.0,13.0,18,8,7,1,338,30.8,30.5,7.8,2.9,2.2,7.1,278.0,207.0,2.3,194.0,2.1,0,1,Dairy|Eggs|Gluten,51.5,9.11,Medium,Low,High Protein,Underweight,Low,4.38,8.0
100102,Greek Yogurt Parfait,بارفيه الزبادي اليوناني,Snack,International,Very Easy,Healthy Snack,Snack,4.0,0.0,4,5,6,6,312,22.1,36.9,7.6,3.1,3.0,22.6,106.0,14.0,15.5,263.0,1.5,0,1,Dairy,48.8,7.08,Medium,Low,Mixed,Normal,Low,,1.0
100103,Chicken Vegetable Stir Fry,دجاج مقلي بالخضار,Main Course,Asian,Easy,Balanced,Dinner,13.0,11.0,24,7,9,6,338,34.4,28.4,12.1,3.2,,6.3,582.0,81.0,,69.0,2.8,0,0,Nuts|Soy,56.1,10.18,Medium,Low,High Protein,Normal,Medium,4.67,3.0
100104,Baked Salmon with Vegetables,سالمون مشوي بالخضار,Main Course,Western,Easy,Heart Health,Dinner,,19.0,32,7,9,4,361,39.3,14.8,23.2,10.4,4.8,5.3,371.0,106.0,34.1,55.0,,0,0,Seafood,48.7,10.89,Low,Low,High Protein,Normal,Medium,5.0,3.0
100105,Turkey Lettuce Wraps,لفائف الخس بالديك الرومي,Light Meal,Asian,Easy,Keto / Low Carb,Dinner,10.0,10.0,20,8,8,4,242,27.2,7.6,9.9,4.1,1.6,2.8,516.0,65.0,17.6,37.0,1.8,0,0,Dairy|Nuts|Soy,49.1,11.24,Low,Low,High Protein,Overweight,Low,5.0,1.0
100106,Boiled Eggs with Avocado,بيض مسلوق مع أفوكادو,Breakfast,International,Very Easy,Keto,Breakfast,2.0,12.0,14,3,6,2,331,17.4,9.7,22.8,8.0,5.4,0.8,305.0,342.0,8.9,55.0,,0,1,Eggs,50.3,5.26,Low,Low,Mixed,Overweight,Low,,8.0
100107,Shrimp Stir Fry,روبيان مقلي,Main Course,Asian,Easy,High Protein / Low Cal,Dinner,12.0,13.0,25,9,9,4,267,34.7,18.3,9.1,3.4,3.3,5.6,562.0,187.0,,100.0,3.9,0,0,Nuts|Soy|Seafood,54.9,13.0,Medium,Low,High Protein,Normal,Medium,4.29,7.0
100108,Quinoa Buddha Bowl,بودا بول الكينوا,Main Course,International,Medium,Vegan / Balanced,Dinner,14.0,18.0,32,11,9,4,427,16.4,53.3,14.4,5.2,8.1,7.1,360.0,0.0,,131.0,5.1,1,1,None,60.8,3.84,High,Moderate,High Carb,Normal,Medium,3.8,5.0
100109,Lentil Soup,شوربة العدس,Soup,Middle Eastern,Easy,High Fiber / Budget,Lunch,8.0,34.0,42,11,11,2,285,16.7,43.6,3.8,1.4,12.7,5.8,640.0,0.0,12.2,70.0,6.0,1,1,None,61.4,5.86,Medium,Low,High Carb,Normal,Medium,,3.0
100110,Veggie Omelette,عجة الخضار,Breakfast,International,Very Easy,Balanced,Breakfast,4.0,9.0,13,5,8,2,239,19.3,5.8,17.5,5.6,1.5,3.5,433.0,378.0,,87.0,2.2,0,1,Eggs,46.7,8.08,Low,Low,High Protein,Normal,Low,4.0,2.0
100111,Hummus with Vegetables,حمص مع الخضار,Snack,Middle Eastern,Very Easy,Healthy Snack,Snack,8.0,0.0,8,5,9,2,201,9.7,21.9,10.6,3.3,6.5,3.3,293.0,0.0,25.5,92.0,3.4,1,1,None,61.1,4.83,Medium,Low,Mixed,Normal,Medium,3.83,6.0
100112,Spinach Lentil Dal,عدس بالسبانخ,Main Course,Indian,Easy,High Iron / Vegan,Dinner,12.0,32.0,44,8,10,1,304,17.6,53.3,6.0,2.2,14.9,4.3,389.0,0.0,32.6,120.0,7.9,0,1,Dairy|Nuts,67.0,5.79,High,Low,High Carb,Normal,Medium,4.25,8.0
100113,Caprese Salad,سلطة كابريزي,Salad,Italian,Very Easy,Light / Healthy,Lunch,5.0,0.0,5,3,7,6,222,12.8,5.5,17.0,5.9,0.4,3.2,339.0,38.0,20.9,263.0,,1,1,None,45.0,5.77,Low,Low,Mixed,Normal,Low,4.6,5.0
100114,Overnight Oats,شوفان بالليل,Breakfast,International,Very Easy,Sustained Energy,Breakfast,5.0,0.0,5,3,8,4,325,14.1,57.0,8.1,2.5,8.2,18.3,140.0,4.0,7.0,252.0,3.3,0,1,Dairy|Gluten|Nuts,57.7,4.34,High,Low,High Carb,Normal,Low,4.33,6.0
100115,Avocado Toast with Egg,توست الأفوكادو مع بيض,Breakfast,International,Very Easy,Balanced,Breakfast,4.0,6.0,10,7,8,4,332,17.5,29.8,20.9,7.3,8.6,1.8,461.0,189.0,9.9,51.0,2.7,0,1,Eggs|Gluten,54.0,5.27,Medium,Low,Balanced Macro,Normal,Low,3.75,8.0
100116,Black Bean Tacos,تاكو الفول الأسود,Main Course,Mexican,Easy,Vegan / Budget,Dinner,12.0,11.0,23,7,10,4,397,15.5,61.3,10.9,3.1,16.2,4.7,542.0,0.0,16.4,122.0,5.2,1,1,None,60.0,3.9,High,Low,High Carb,Normal,Medium,4.0,4.0
100117,Mushroom Risotto,ريزوتو الفطر,Main Course,Italian,Medium,Comfort Food,Dinner,10.0,36.0,46,13,10,1,410,13.2,63.2,14.9,6.6,3.4,4.7,545.0,18.0,4.8,85.0,3.0,0,1,Dairy,43.5,3.22,High,Moderate,High Carb,Normal,Medium,4.67,3.0
100118,Chicken Vegetable Soup,شوربة الدجاج بالخضار,Soup,International,Easy,Immunity / Recovery,Lunch,13.0,38.0,51,10,11,2,229,26.5,20.1,7.1,1.9,4.2,5.2,,79.0,29.2,58.0,2.6,0,0,None,56.5,11.57,Medium,Low,High Protein,Normal,Medium,4.86,7.0
100119,Tomato Basil Soup,شوربة الطماطم والريحان,Soup,Italian,Easy,Light / Vegan,Lunch,9.0,19.0,28,9,9,1,196,5.2,25.7,6.5,2.3,4.3,14.7,515.0,0.0,25.0,,,0,1,Dairy,48.1,2.65,Medium,Very Low,High Carb,Normal,Medium,4.5,2.0
100120,Minestrone Soup,شوربة مينستروني,Soup,Italian,Easy,High Fiber / Balanced,Lunch,14.0,23.0,37,9,10,2,249,11.6,38.6,7.1,2.0,8.4,5.7,544.0,,22.7,74.0,3.1,1,1,Gluten,60.6,4.66,Medium,Low,High Carb,Normal,Medium,4.25,4.0
100121,Beef Stir Fry,لحم مقلي,Main Course,Asian,Easy,Muscle Gain,Dinner,12.0,11.0,23,10,10,2,410,35.9,23.8,17.1,7.1,3.1,5.3,802.0,87.0,17.2,44.0,3.9,0,0,Nuts|Soy,43.4,,Medium,Moderate,High Protein,Underweight,Medium,4.33,3.0
100122,Lean Beef Rice Bowl,بول أرز باللحمة,Main Course,Asian Fusion,Easy,Muscle Gain / Bulking,Dinner,11.0,22.0,33,10,10,2,461,36.7,60.3,11.9,4.4,,4.8,681.0,88.0,9.6,44.0,4.1,0,0,Nuts|Soy,47.6,7.96,High,Moderate,Mixed,Underweight,Medium,5.0,3.0
100123,Turkey Meatballs,كرات ديك رومي,Main Course,Italian,Easy,High Protein,Dinner,17.0,24.0,41,10,8,6,359,32.3,19.6,13.9,,2.2,2.9,450.0,89.0,7.2,,2.4,0,0,Eggs|Gluten,48.7,9.0,Medium,Low,High Protein,Normal,Low,4.0,5.0
100124,Whole Wheat Pasta Turkey,مكرونة قمح بالديك الرومي,Main Course,Italian,Easy,Balanced,Dinner,12.0,23.0,35,9,9,4,551,37.8,54.9,10.0,4.5,7.6,7.5,648.0,79.0,,84.0,3.5,0,0,Gluten,55.9,6.86,High,Moderate,Mixed,Normal,Medium,,5.0
100125,Stuffed Bell Peppers,فلفل محشي,Main Course,Mediterranean,Medium,Balanced,Dinner,21.0,39.0,60,10,9,1,433,23.2,44.5,11.1,2.8,5.0,7.1,559.0,70.0,82.8,60.0,2.9,0,0,Dairy,56.4,,High,Moderate,Mixed,Normal,Medium,,4.0
100126,Chicken Shawarma Bowl,بول شاورما الدجاج,Main Course,Middle Eastern,Easy,High Protein,Dinner,23.0,15.0,38,6,9,4,422,41.2,38.5,14.9,4.1,5.5,3.8,553.0,,13.9,56.0,3.3,0,0,None,55.9,9.76,Medium,Moderate,High Protein,Normal,Medium,5.0,1.0
100127,Salmon Teriyaki,سالمون تيرياكي,Main Course,Japanese,Easy,Omega 3 / Healthy,Dinner,10.0,19.0,29,7,9,4,407,37.3,22.4,17.5,5.9,0.9,10.4,521.0,94.0,4.8,43.0,1.7,0,0,Nuts|Soy|Seafood,38.9,9.16,Medium,Moderate,High Protein,Normal,Medium,4.25,4.0
100128,Chicken Tikka Masala,دجاج تيكا ماسالا,Main Course,Indian,Medium,Balanced,Dinner,24.0,24.0,48,14,11,4,406,33.3,26.4,18.9,6.2,3.4,5.0,511.0,95.0,14.9,91.0,3.3,0,0,Dairy,48.0,8.2,Medium,Moderate,High Protein,Normal,Medium,3.0,2.0
100129,Zucchini Noodles with Pesto,نودلز الكوسا بالبيستو,Main Course,Italian,Easy,Low Carb / Keto,Lunch,11.0,4.0,15,4,9,4,287,9.7,15.0,22.5,8.3,4.5,5.4,357.0,13.0,19.0,107.0,1.9,1,1,Nuts,45.9,3.38,Low,Low,Mixed,Overweight,Medium,4.67,6.0
100130,Energy Balls,كرات الطاقة,Snack,International,Easy,Healthy Snack,Snack,13.0,0.0,13,2,7,6,117,4.0,16.1,5.4,2.0,2.3,7.0,36.0,0.0,1.0,27.0,1.0,0,1,Dairy|Gluten|Nuts,50.3,3.42,Low,Very Low,High Carb,Normal,Low,3.71,7.0
100131,Chocolate Protein Balls,كرات بروتين بالشوكولاتة,Snack,International,Easy,Post Workout,Snack,12.0,0.0,12,5,7,2,92,5.0,12.5,4.0,1.5,1.3,6.2,44.0,0.0,3.3,20.0,0.8,0,1,Dairy|Gluten|Nuts,50.5,5.43,Low,Very Low,Mixed,Normal,Low,5.0,1.0
100132,Apple Peanut Butter,تفاح مع زبدة فول سوداني,Snack,International,Very Easy,Balanced Snack,Snack,3.0,,3,1,3,2,238,6.4,27.3,10.6,4.3,3.3,19.6,122.0,0.0,9.0,20.0,0.6,0,1,Dairy|Nuts,41.9,2.69,Medium,Low,High Carb,Normal,Low,4.4,5.0
100133,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,4.0,,4,2,6,1,347,10.5,39.4,25.7,9.4,5.2,19.4,83.0,0.0,1.7,69.0,2.3,1,1,Nuts,39.3,3.03,Medium,Low,Mixed,Normal,Low,4.6,5.0
100134,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,2.0,0.0,2,4,6,1,258,27.3,37.3,3.6,,,23.4,138.0,10.0,77.1,,1.2,0,1,Dairy,56.6,10.58,Medium,Low,High Protein,Normal,Low,4.33,3.0
100135,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,6.0,0.0,6,4,7,2,175,5.2,39.5,3.2,1.4,5.9,19.9,102.0,0.0,136.8,,2.4,0,1,None,57.3,2.97,Medium,Very Low,High Carb,Overweight,Low,3.5,4.0
100136,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,4.0,0.0,4,4,7,2,379,13.5,49.7,12.1,4.1,4.3,31.9,196.0,11.0,10.4,197.0,1.7,0,1,Dairy|Gluten|Nuts,46.1,3.56,High,Low,High Carb,Normal,Low,7.0,2.0
100137,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,Very Easy,Anti-Inflammatory,Anytime,5.0,0.0,5,3,7,1,268,7.7,47.3,4.3,1.3,3.3,30.2,105.0,5.0,58.3,,0.7,0,1,Dairy|Nuts,52.1,2.87,High,Low,High Carb,Normal,Low,4.0,3.0
100138,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,3.0,0.0,3,4,6,2,196,7.6,43.5,2.7,0.9,6.5,31.6,103.0,,33.7,144.0,,0,1,Dairy|Nuts,57.8,3.88,High,Very Low,High Carb,Normal,Low,4.5,2.0
100139,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,4.0,0.0,4,4,2,4,125,2.1,25.6,0.5,0.2,3.1,13.9,2.0,0.0,,6.0,0.3,1,1,None,51.0,1.68,Medium,Very Low,High Carb,Normal,Low,4.25,4.0
100140,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,12.0,0.0,12,3,5,1,264,9.3,32.5,11.0,3.8,14.3,16.6,145.0,5.0,3.3,280.0,2.8,0,1,Dairy|Nuts,55.8,3.52,Medium,Low,High Carb,Normal,Low,3.67,3.0
100141,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,5.0,30.0,35,5,6,1,166,1.0,38.4,2.2,0.7,4.0,30.2,8.0,0.0,8.9,17.0,0.4,0,1,Dairy|Gluten,48.4,0.6,Medium,Very Low,High Carb,Normal,Low,,3.0
100142,Falafel Wrap,سندويتش فلافل,Main Course,Middle Eastern,Medium,Vegan / Protein,Dinner,19.0,16.0,35,10,11,4,541,19.6,60.7,15.3,5.5,13.0,4.4,664.0,0.0,15.1,109.0,6.6,1,1,Gluten,55.6,3.62,High,Moderate,High Carb,Normal,Medium,4.67,3.0
100143,Tabbouleh Salad,سلطة التبولة,Salad,Middle Eastern,Easy,Light / Vegan,Lunch,13.0,0.0,13,6,9,2,185,5.3,28.8,7.2,1.8,5.5,3.9,432.0,0.0,42.7,63.0,2.7,1,1,Gluten,59.7,2.86,Medium,Very Low,High Carb,Normal,Medium,3.8,
100144,Shakshuka,شكشوكة,Breakfast,Middle Eastern,Easy,Balanced,Breakfast,4.0,23.0,27,6,11,1,297,14.9,19.6,16.1,7.2,4.5,8.7,522.0,354.0,29.2,81.0,,0,1,Eggs,46.5,5.02,Medium,Low,Balanced Macro,Normal,Medium,3.0,1.0
100145,Meal Prep Chicken Rice,دجاج وأرز للميل بريب,Main Course,International,Easy,Muscle Gain / Meal Prep,Dinner,19.0,28.0,47,7,9,1,449,42.1,43.7,10.7,4.7,2.6,1.7,519.0,83.0,7.9,39.0,1.8,0,0,None,48.9,9.38,High,Moderate,High Protein,Normal,Medium,4.4,5.0
100146,Overnight Oats 5 Ways,شوفان بالليل 5 وصفات,Breakfast,International,Very Easy,Meal Prep / Healthy,Breakfast,9.0,0.0,9,3,6,2,356,15.2,54.5,8.9,3.1,6.5,17.4,171.0,9.0,,,2.2,0,1,Dairy|Gluten,55.1,4.27,High,Low,High Carb,Normal,Low,,6.0
100147,Grilled Chicken Breast,صدر دجاج مشوي,Main Course,Mediterranean,Easy,High Protein / Weight Loss,Dinner,11.0,17.0,28,9,7,1,335,36.6,3.7,13.9,6.1,0.5,1.1,456.0,102.0,12.2,27.0,1.6,0,0,None,44.5,10.93,Low,Low,High Protein,Overweight,Low,4.0,2.0
100148,Egg White Omelette,عجة بياض البيض,Breakfast,International,Very Easy,High Protein / Low Cal,Breakfast,6.0,8.0,14,5,7,2,166,21.3,4.3,6.5,1.7,1.2,1.6,304.0,11.0,9.5,54.0,1.4,0,1,Eggs,54.6,12.83,Low,Very Low,High Protein,Normal,Low,3.33,3.0
100149,Tuna Salad Bowl,بول سلطة التونة,Salad,Mediterranean,Very Easy,Weight Loss,Lunch,8.0,0.0,8,3,7,4,213,28.1,8.3,6.8,2.8,3.6,3.8,457.0,46.0,22.4,37.0,1.9,0,0,Seafood,56.7,13.19,Low,Low,High Protein,Overweight,Low,3.25,
100150,Protein Pancakes,بانكيك البروتين,Breakfast,American,Very Easy,Muscle Gain,Breakfast,4.0,10.0,1440,7,7,2,303,28.6,25.6,7.5,3.1,2.8,6.2,251.0,187.0,2.0,199.0,,0,1,Dairy|Eggs|Gluten,53.1,9.44,Medium,Low,High Protein,Underweight,Low,4.67,3.0
100151,Greek Yogurt Parfait,بارفيه الزبادي اليوناني,Snack,International,Very Easy,Healthy Snack,Snack,5.0,0.0,5,3,6,2,340,22.9,34.5,7.5,2.0,3.3,16.7,88.0,17.0,15.3,305.0,1.3,0,1,Dairy,53.0,6.74,Medium,Low,Mixed,Normal,Low,3.5,2.0
100152,Chicken Vegetable Stir Fry,دجاج مقلي بالخضار,Main Course,Asian,Easy,Balanced,Dinner,19.0,11.0,30,7,9,4,337,31.9,29.6,11.3,4.7,3.7,6.5,718.0,77.0,47.6,66.0,2.2,0,0,Nuts|Soy,51.2,9.47,Medium,Low,High Protein,Normal,Medium,4.5,4.0
100153,Baked Salmon with Vegetables,سالمون مشوي بالخضار,Main Course,Western,Easy,Heart Health,Dinner,9.0,19.0,28,8,9,6,372,43.5,12.7,23.9,9.1,3.9,5.4,380.0,93.0,34.4,52.0,2.6,0,0,Seafood,48.8,11.69,Low,Low,High Protein,Normal,Medium,3.0,4.0
100154,Turkey Lettuce Wraps,لفائف الخس بالديك الرومي,Light Meal,Asian,Easy,Keto / Low Carb,Dinner,10.0,11.0,21,8,8,4,234,26.3,7.3,10.5,3.7,1.7,2.6,547.0,67.0,15.3,35.0,2.2,0,0,Dairy|Nuts|Soy,49.7,11.24,Low,Low,High Protein,Overweight,Low,4.17,6.0
101928,Boiled Eggs with Avocado,بيض مسلوق مع أفوكادو,Breakfast,International,Very Easy,Keto,Breakfast,2.0,9.0,11,4,6,2,298,14.5,9.2,21.7,5.7,7.3,0.7,339.0,390.0,9.1,55.0,2.3,0,1,Eggs,57.4,4.87,Low,Low,Mixed,Overweight,Low,3.83,6.0
100156,Shrimp Stir Fry,روبيان مقلي,Main Course,Asian,Easy,High Protein / Low Cal,Dinner,9.0,11.0,20,6,9,6,297,35.1,17.6,9.8,4.1,,4.3,562.0,205.0,20.5,80.0,4.0,0,0,Nuts|Soy|Seafood,54.0,,Low,Low,High Protein,Normal,Medium,4.5,4.0
100157,Quinoa Buddha Bowl,بودا بول الكينوا,Main Course,International,Medium,Vegan / Balanced,Dinner,13.0,21.0,34,9,9,4,425,16.8,49.9,12.8,3.5,8.8,5.7,338.0,,47.2,127.0,4.0,1,1,None,63.5,3.95,High,Moderate,High Carb,Normal,Medium,5.0,3.0
100158,Lentil Soup,شوربة العدس,Soup,Middle Eastern,Easy,High Fiber / Budget,Lunch,8.0,38.0,46,11,11,2,319,17.5,50.1,3.9,1.1,10.1,4.6,517.0,0.0,16.2,90.0,,1,1,None,64.1,5.49,High,Low,High Carb,Normal,Medium,4.5,2.0
100159,Veggie Omelette,عجة الخضار,Breakfast,International,Very Easy,Balanced,Breakfast,6.0,8.0,14,5,8,2,231,18.8,5.8,15.0,6.6,1.4,3.2,388.0,,23.7,82.0,,0,1,Eggs,45.8,8.14,Low,Low,High Protein,Normal,Low,3.4,5.0
100160,Hummus with Vegetables,حمص مع الخضار,Snack,Middle Eastern,Very Easy,Healthy Snack,Snack,11.0,0.0,11,4,9,4,199,8.2,21.3,9.6,,6.3,3.6,340.0,0.0,20.7,83.0,2.8,1,1,None,60.2,4.12,Medium,Very Low,Mixed,Normal,Medium,4.67,6.0
100161,Spinach Lentil Dal,عدس بالسبانخ,Main Course,Indian,Easy,High Iron / Vegan,Dinner,12.0,29.0,41,8,10,1,2200,17.7,46.7,5.9,2.6,16.1,3.8,404.0,0.0,,113.0,6.6,0,1,Dairy|Nuts,65.8,5.64,Medium,Low,High Carb,Normal,Medium,,15.0
100162,Caprese Salad,سلطة كابريزي,Salad,Italian,Very Easy,Light / Healthy,Lunch,6.0,0.0,6,3,7,2,210,12.9,5.6,14.6,5.7,0.6,4.8,362.0,36.0,16.8,228.0,0.7,1,1,None,44.0,6.14,Low,Low,Mixed,Normal,Low,,6.0
100163,Overnight Oats,شوفان بالليل,Breakfast,International,Very Easy,Sustained Energy,Breakfast,4.0,0.0,4,4,8,4,398,13.4,53.3,8.8,2.4,7.6,17.9,130.0,5.0,8.4,286.0,3.0,0,1,Dairy|Gluten|Nuts,58.0,3.37,High,Low,High Carb,Normal,Low,5.0,2.0
100164,Avocado Toast with Egg,توست الأفوكادو مع بيض,Breakfast,International,Very Easy,Balanced,Breakfast,4.0,4.0,8,6,8,4,377,17.3,28.6,22.6,8.7,7.6,1.9,405.0,,10.3,64.0,2.6,0,1,Eggs|Gluten,52.2,4.59,Medium,Low,Balanced Macro,Normal,Low,3.33,3.0
100165,Black Bean Tacos,تاكو الفول الأسود,Main Course,Mexican,Easy,Vegan / Budget,Dinner,12.0,10.0,22,7,10,2,434,16.3,56.6,10.7,4.4,15.8,3.9,596.0,0.0,19.5,120.0,,1,1,None,58.3,3.76,High,Moderate,High Carb,Normal,Medium,4.62,8.0
100166,Mushroom Risotto,ريزوتو الفطر,Main Course,Italian,Medium,Comfort Food,Dinner,10.0,45.0,55,12,10,4,425,14.7,63.6,15.4,5.0,3.6,4.5,515.0,19.0,4.7,90.0,,0,1,Dairy,46.7,3.46,High,Moderate,High Carb,Normal,Medium,4.0,2.0
100167,Chicken Vegetable Soup,شوربة الدجاج بالخضار,Soup,International,Easy,Immunity / Recovery,Lunch,18.0,27.0,45,9,11,2,264,30.0,22.1,7.6,3.2,,5.4,636.0,76.0,33.4,,,0,0,None,53.6,11.36,Medium,Low,High Protein,Normal,Medium,4.25,4.0
100168,Tomato Basil Soup,شوربة الطماطم والريحان,Soup,Italian,Easy,Light / Vegan,Lunch,11.0,18.0,29,7,9,2,174,5.0,28.6,6.4,2.6,3.6,12.0,496.0,0.0,27.2,58.0,1.9,0,1,Dairy,48.0,2.87,Medium,Very Low,High Carb,Normal,Medium,4.5,4.0
